password,length,has_lower,has_upper,has_digit,has_symbol,unique_ratio,longest_run,has_year_like,has_common_word,has_keyboard_walk,has_sequential_digits,entropy_bits,strength_score,label
Adam2011!,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
"X#L,N;&af2nZiX47",16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
sara2007@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
3rWinoWOTF3,11,1,1,1,0,0.8182,1,0,0,0,0,65.496,65.496,Medium
omar2001@,9,1,0,1,1,0.8889,2,1,0,0,0,54.787,44.787,Medium
Ahmed2003@,10,1,1,1,1,0.9,2,1,0,0,0,65.546,55.546,Medium
password4280,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
Kzd7ATYUUs,10,1,1,1,0,0.9,2,0,0,0,0,59.542,59.542,Medium
&_o9f@o^,8,1,0,1,1,0.875,1,0,0,0,0,48.7,48.7,Medium
omar1995#,9,1,0,1,1,0.8889,2,1,0,0,0,54.787,44.787,Medium
adam2003!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
dragon2987,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
mohamed1998!,12,1,0,1,1,0.8333,2,1,0,0,0,73.05,63.05,Medium
dragon1847,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
hTERj6QweRp,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
/Ng@M_tag1}$8QzaiaQ,19,1,1,1,1,0.7895,1,0,0,0,0,124.537,124.537,Strong
mohamed1995,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
iloveyou7105,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
maya199012,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
Sara2009@,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
football5447,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
abc1235587,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
#GWQa*Enx4X9cN[s]M,18,1,1,1,1,1.0,1,0,0,0,0,117.983,117.983,Strong
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
Sjg675m1xhqz,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
1CtNY2rP9,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
|[YVKErIAGXa.52L,16,1,1,1,1,1.0,1,0,0,0,0,104.873,104.873,Strong
noor1998!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
uWD3pTP3,8,1,1,1,0,0.875,1,0,0,0,0,47.634,47.634,Medium
"s[Js@jB}H,oB4}2p@1[",19,1,1,1,1,0.7368,1,0,0,0,0,124.537,124.537,Strong
6+axLHpG,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
lWKovnyPSu,10,1,1,0,0,1.0,1,0,0,0,0,57.004,57.004,Medium
Sara2014@,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
jhpGdnhX,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
welcome6344,11,1,0,1,0,0.8182,2,0,1,0,0,56.869,38.869,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
Noor20041,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
2TWQu&gO8W@a,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
abc1237169,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
1aurqghgqwZ,11,1,1,1,0,0.8182,1,0,0,0,0,65.496,65.496,Medium
ahmed2015#,10,1,0,1,1,1.0,1,1,0,0,0,60.875,50.875,Medium
Noor1994!,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
noor2011#,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
letmein3497,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
T-Ngw$oxvi,10,1,1,0,1,1.0,1,0,0,0,0,63.923,63.923,Medium
omar19921,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
sara201912,10,1,0,1,0,0.7,1,1,0,0,0,51.699,41.699,Medium
maya20151,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
noor2014123,11,1,0,1,0,0.7273,2,1,0,0,0,56.869,46.869,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
Maya2026@,9,1,1,1,1,0.7778,1,1,0,0,0,58.991,48.991,Medium
1234568913,10,0,0,1,0,0.8,1,0,1,1,1,33.219,0.0,Weak
sara2008@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
tafjCddy,8,1,1,0,0,0.875,2,0,0,0,0,45.604,45.604,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
1234565181,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
qwerty4087,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
Omar20191,9,1,1,1,0,0.8889,1,1,0,0,0,53.588,43.588,Medium
1234567374,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
iloveyou2087,12,1,0,1,0,0.9167,1,1,1,0,0,62.039,34.039,Weak
omar199712,10,1,0,1,0,0.8,2,1,0,0,0,51.699,41.699,Medium
mohamed201212,13,1,0,1,0,0.6923,1,1,0,0,0,67.209,57.209,Medium
abc1236228,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
Iby8+Sqx,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
noor2011!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
Ahmed2019!,10,1,1,1,1,1.0,1,1,0,0,0,65.546,55.546,Medium
8YDG5ZHgbVwx,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
bSDh70fp1Ce,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
ljeisU2H,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
password9250,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
|l;]RS|Bd-T[myMHA28-,20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
1234561730,10,0,0,1,0,0.8,1,0,1,1,1,33.219,0.0,Weak
mohamed2001,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
u[7%V*!8%Qd7pT:g@bZ,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
ahmed1995@,10,1,0,1,1,0.9,2,1,0,0,0,60.875,50.875,Medium
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
4Eo2TNBuox,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
admin9241,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
Adam2011@,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
Omar2006@,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
123456784222,12,0,0,1,0,0.6667,3,0,1,1,1,39.863,0.0,Weak
8YcD164KQ,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
aesw85ZD,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
dragon8056,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
letmein3934,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
fCE5IPvrZ9K2^YK]vF;9,20,1,1,1,1,0.85,1,0,0,0,0,131.092,131.092,Strong
k7JwvvTv,8,1,1,1,0,0.75,2,0,0,0,0,47.634,47.634,Medium
adam2002123,11,1,0,1,0,0.6364,2,1,0,0,0,56.869,46.869,Medium
Adam2019!,9,1,1,1,1,1.0,1,1,0,0,0,58.991,48.991,Medium
Omar2005#,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
Adam2000!,9,1,1,1,1,0.7778,3,1,0,0,0,58.991,42.991,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
1234564771,10,0,0,1,0,0.7,2,0,1,1,1,33.219,0.0,Weak
Ahmed201012,11,1,1,1,0,0.7273,1,1,0,0,0,65.496,55.496,Medium
abc1238875,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
welcome7503,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
football8488,12,1,0,1,0,0.6667,2,0,1,0,0,62.039,44.039,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
Maya20061,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
admin2110,9,1,0,1,0,0.8889,2,0,1,0,0,46.529,28.529,Weak
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
iuMTcpOi,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
qwerty3983,10,1,0,1,0,0.9,1,0,1,1,0,51.699,25.699,Weak
G(-Q1{Pw&mqs8^6V-W,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
5zI#ByguSXG4iE(,15,1,1,1,1,1.0,1,0,0,0,0,98.319,98.319,Strong
Maya2000#,9,1,1,1,1,0.6667,3,1,0,0,0,58.991,42.991,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
123456589,9,0,0,1,0,0.8889,1,0,1,1,1,29.897,0.0,Weak
0JqL-4p8,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
uj{8jt}p;w4TOjh}?31,19,1,1,1,1,0.8421,1,0,0,0,0,124.537,124.537,Strong
dragon4081,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
welcome9041,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
Sara200412,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
qwerty8492,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
password0110,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
123456787373,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
sara2008,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
M2eqElMR1,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
Sara1990#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
ahmed2011!,10,1,0,1,1,0.9,2,1,0,0,0,60.875,50.875,Medium
CHT9MxgEO,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
1234562227,10,0,0,1,0,0.7,3,0,1,1,1,33.219,0.0,Weak
monkey5688,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
password7130,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
password8426,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
-H%LL666w.&4pQUB+k,18,1,1,1,1,0.8333,3,0,0,0,0,117.983,111.983,Strong
3B4GpyUtSL,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
11=Ozc3Y0bV,11,1,1,1,1,0.9091,2,0,0,0,0,72.1,72.1,Strong
Mohamed2020123,14,1,1,1,0,0.7857,1,1,0,0,1,83.359,65.359,Medium
*BY-qCW30/J=W,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
cx9Qdwdm9x,10,1,1,1,0,0.7,1,0,0,0,0,59.542,59.542,Medium
Omar2021@,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
Ojip=j-8,8,1,1,1,1,0.875,1,0,0,0,0,52.437,52.437,Medium
HYU8alOm,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
8sl6FMlJEoYb,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
mohamed2014,11,1,0,1,0,0.9091,1,1,0,0,0,56.869,46.869,Medium
Sara200312,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
-azgqi5TYOG9,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
football2749,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
l9RLLJuhrj,10,1,1,1,0,0.9,2,0,0,0,0,59.542,59.542,Medium
123456782275,12,0,0,1,0,0.6667,2,0,1,1,1,39.863,5.863,Weak
GfBjWqDu,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
p05KszRaa6Ln,12,1,1,1,0,0.9167,2,0,0,0,0,71.45,71.45,Strong
nphjpTFvM,9,1,1,0,0,0.8889,1,0,0,0,0,51.304,51.304,Medium
Mohamed19931,12,1,1,1,0,0.8333,2,1,0,0,0,71.45,61.45,Medium
Omar20111,9,1,1,1,0,0.7778,3,1,0,0,0,53.588,37.588,Medium
Ahmed2012,9,1,1,1,0,0.8889,1,1,0,0,0,53.588,43.588,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Mohamed2001!,12,1,1,1,1,0.9167,2,1,0,0,0,78.655,68.655,Medium
noor1992,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
lina2023#,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
Maya20111,9,1,1,1,0,0.6667,3,1,0,0,0,53.588,37.588,Medium
x5JPi(x+u@vY}X!,15,1,1,1,1,0.9333,1,0,0,0,0,98.319,98.319,Strong
t}hE}@fTIgRm4,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
football4221,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
mohamed1995@,12,1,0,1,1,0.8333,2,1,0,0,0,73.05,63.05,Medium
Sara1992,8,1,1,1,0,0.75,2,1,0,0,0,47.634,37.634,Medium
admin2064,9,1,0,1,0,1.0,1,1,1,0,0,46.529,18.529,Weak
fXAoxdJZ5hlH,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
Vvd81qI3rXr,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
Sara1997,8,1,1,1,0,0.75,2,1,0,0,0,47.634,37.634,Medium
9i4ztohKrYB,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
qwerty4580,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
lina2024#,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
Noor2009@,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
dHycQlkNL9,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
1234568416,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
GJdvMJM*,8,1,1,0,1,0.75,1,0,0,0,0,51.139,51.139,Medium
abc1234717,10,1,0,1,0,0.8,1,0,1,0,1,51.699,25.699,Weak
omar2009#,9,1,0,1,1,0.8889,2,1,0,0,0,54.787,44.787,Medium
Noor2019@,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
noor20151,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
Ahmed1992!,10,1,1,1,1,0.9,2,1,0,0,0,65.546,55.546,Medium
MPRg1^l_-39g,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
LjHy+oUz,8,1,1,0,1,1.0,1,0,0,0,0,51.139,51.139,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
abc1233585,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
q1tvVqQQuxPi,12,1,1,1,0,0.8333,2,0,0,0,0,71.45,71.45,Strong
NCKvUB06r,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
MbK7OzU47F*_,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
p09ey1C:s#upi,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
LD4OaVaGt,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
=!X9s8VN,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
HZ1FokkuGmX,11,1,1,1,0,0.9091,2,0,0,0,0,65.496,65.496,Medium
123456105,9,0,0,1,0,0.7778,1,0,1,1,1,29.897,0.0,Weak
123456781740,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
Lina199812,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
abc1232279,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
mohamed199312,13,1,0,1,0,0.7692,2,1,0,0,0,67.209,57.209,Medium
"nD)AUciL,%BE_;ds4",17,1,1,1,1,1.0,1,0,0,0,0,111.428,111.428,Strong
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
sara20141,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
RU8KVUnKrPD,11,1,1,1,0,0.8182,1,0,0,0,0,65.496,65.496,Medium
uN99!!zxNok}sf,14,1,1,1,1,0.7857,2,0,0,0,0,91.764,91.764,Strong
Adam1992#,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
sara201112,10,1,0,1,0,0.6,3,1,0,0,0,51.699,35.699,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
123456788897,12,0,0,1,0,0.75,3,0,1,1,1,39.863,0.0,Weak
Ahmed19961,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
1234564316,10,0,0,1,0,0.6,1,0,1,1,1,33.219,0.0,Weak
cSKlGcI3hKmV,12,1,1,1,0,0.8333,1,0,0,0,0,71.45,71.45,Strong
zmOPLGalaLRL0bj!,16,1,1,1,1,0.8125,1,0,0,0,0,104.873,104.873,Strong
Omar2002,8,1,1,1,0,0.75,2,1,0,0,0,47.634,37.634,Medium
q8ND$4|@kVcj-7C@E,17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
2=N4at3@k,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
dragon6331,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
Mohamed20201,12,1,1,1,0,0.8333,1,1,0,0,0,71.45,61.45,Medium
qwerty2593,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
yuljsIim88L4,12,1,1,1,0,0.9167,2,0,0,0,0,71.45,71.45,Strong
+28@N-7KXHe!/Vkt,16,1,1,1,1,1.0,1,0,0,0,0,104.873,104.873,Strong
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Ahmed2008@,10,1,1,1,1,0.9,2,1,0,0,0,65.546,55.546,Medium
Sara199012,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
123456782645,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
SGbRkPzhpeF,11,1,1,0,0,1.0,1,0,0,0,0,62.705,62.705,Medium
0kp!&f@Pi,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
"%S5?9|S;4Q[v6CU/,",17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
g78yScSvOTZi,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
KcqGfe82qHUZ,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
"McP:D1,LJ[7w}d/ek",17,1,1,1,1,1.0,1,0,0,0,0,111.428,111.428,Strong
1234567663,10,0,0,1,0,0.7,2,0,1,1,1,33.219,0.0,Weak
!&8ADGxN,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
w&d56S%MBLF1,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
Omar2022#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
!i1Aq$q6:*:z(Z,14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
S=&v3qEEAGaAl8TW,16,1,1,1,1,0.875,2,0,0,0,0,104.873,104.873,Strong
Sara2024123,11,1,1,1,0,0.7273,1,1,0,0,0,65.496,55.496,Medium
letmein41,9,1,0,1,0,0.8889,1,0,1,0,0,46.529,28.529,Weak
maya200812,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
letmein7570,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
omar2006@,9,1,0,1,1,0.8889,2,1,0,0,0,54.787,44.787,Medium
Lina2022#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
mohamed199212,13,1,0,1,0,0.6923,2,1,0,0,0,67.209,57.209,Medium
Mohamed2025#,12,1,1,1,1,0.9167,1,1,0,0,0,78.655,68.655,Medium
(x]_O9E:{Pnd6wHR}2{,19,1,1,1,1,0.9474,1,0,0,0,0,124.537,124.537,Strong
zG%kWnJ6,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
mEEZRYDMcr,10,1,1,0,0,0.9,2,0,0,0,0,57.004,57.004,Medium
i9ZGSS229We,11,1,1,1,0,0.7273,2,0,0,0,0,65.496,65.496,Medium
iloveyou9781,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
adam20131,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
sara20171,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
Yn8q-oDtLk7n4D4t_d,18,1,1,1,1,0.7778,1,0,0,0,0,117.983,117.983,Strong
4#ztqw^y2,9,1,0,1,1,1.0,1,0,0,0,0,54.787,54.787,Medium
"+/u3}1POT,gK!gPFe",17,1,1,1,1,0.8824,1,0,0,0,0,111.428,111.428,Strong
Mohamed2023@,12,1,1,1,1,0.9167,1,1,0,0,0,78.655,68.655,Medium
lina2002123,11,1,0,1,0,0.7273,2,1,0,0,0,56.869,46.869,Medium
T}/6]x#8XtFnkLZM&V,18,1,1,1,1,1.0,1,0,0,0,0,117.983,117.983,Strong
iloveyou3067,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
1234569205,10,0,0,1,0,0.8,1,0,1,1,1,33.219,0.0,Weak
dragon7598,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
letmein4512,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
oZ9AoWD40d8V,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
noor202612,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
@RrAJx&!yNPr,12,1,1,0,1,0.9167,1,0,0,0,0,76.708,76.708,Strong
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Maya20221,9,1,1,1,0,0.6667,2,1,0,0,0,53.588,43.588,Medium
u;[3;85{MHMsPL,14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
qwerty695,9,1,0,1,0,1.0,1,0,1,1,0,46.529,20.529,Weak
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
8aCXf3d05ow,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
Maya2006#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
sara1998,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
qwerty7921,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
dragon3366,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
{341jii2hpD3HNpKa,17,1,1,1,1,0.8235,2,0,0,0,0,111.428,111.428,Strong
sC5ZHS2E4,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
welcome3986,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
FqiNVoNv05yL,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
gk(nethx4blG,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
welcome2078,11,1,0,1,0,0.9091,1,1,1,0,0,56.869,28.869,Weak
Adam2019123,11,1,1,1,0,0.8182,1,1,0,0,0,65.496,55.496,Medium
noor2024#,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
$):8Bg0ZASVaZz[s*,17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
Sara1991,8,1,1,1,0,0.625,2,1,0,0,0,47.634,37.634,Medium
monkey2542,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
Maya20151,9,1,1,1,0,0.7778,1,1,0,0,0,53.588,43.588,Medium
1234564138,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
2b^$6w#1,8,1,0,1,1,1.0,1,0,0,0,0,48.7,48.7,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
dragon7583,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
password8466,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
123456782972,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
